Record_ID,Date,Day,Day_Name,Week_Number,Month,Month_Number,Analysis_Period,State,Platform,Official_Handle_Model,Conversation_Count,Official_Post_Count,Likes_Modelled,Comments_Modelled,Shares_Modelled,Views_Modelled,Topic,News_or_Content_Driver,Positive_Percent,Neutral_Percent,Negative_Percent,Dominant_Sentiment,Geographic_Attribution_Method,Geo_Confidence_Level,Data_Type
DC2026-05294,2026-08-19,19,Wednesday,34,August,8,August 2026,Andhra Pradesh,Instagram,@indianarmy.adgpi,94,3,1153,70,20,5891,Technology and Modernisation,Routine modelled public conversation around Indian Army content,80.0,5.7,14.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05295,2026-08-19,19,Wednesday,34,August,8,August 2026,Andhra Pradesh,Facebook,Indian Army,59,2,364,17,24,1464,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,59.9,28.8,11.3,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05296,2026-08-19,19,Wednesday,34,August,8,August 2026,Arunachal Pradesh,X (Twitter),@adgpi,187,4,603,54,102,2366,Technology and Modernisation,Routine modelled public conversation around Indian Army content,64.3,25.4,10.3,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05297,2026-08-19,19,Wednesday,34,August,8,August 2026,Arunachal Pradesh,Instagram,@indianarmy.adgpi,231,3,2733,134,28,10170,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,73.0,22.8,4.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05298,2026-08-19,19,Wednesday,34,August,8,August 2026,Arunachal Pradesh,Facebook,Indian Army,182,2,769,115,61,4060,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,76.7,16.9,6.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05299,2026-08-19,19,Wednesday,34,August,8,August 2026,Assam,X (Twitter),@adgpi,207,4,861,150,180,5409,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,75.0,17.9,7.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05300,2026-08-19,19,Wednesday,34,August,8,August 2026,Assam,Instagram,@indianarmy.adgpi,288,1,2947,230,62,12305,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,58.5,36.7,4.8,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05301,2026-08-19,19,Wednesday,34,August,8,August 2026,Assam,Facebook,Indian Army,160,4,1119,61,89,6349,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,64.6,25.0,10.4,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05302,2026-08-19,19,Wednesday,34,August,8,August 2026,Bihar,X (Twitter),@adgpi,150,4,683,52,66,2903,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,66.6,17.5,15.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05303,2026-08-19,19,Wednesday,34,August,8,August 2026,Bihar,Instagram,@indianarmy.adgpi,147,2,1898,82,17,11000,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,63.7,24.1,12.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05304,2026-08-19,19,Wednesday,34,August,8,August 2026,Bihar,Facebook,Indian Army,127,3,696,58,44,3514,Training and Military Readiness,Routine modelled public conversation around Indian Army content,64.7,24.7,10.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05305,2026-08-19,19,Wednesday,34,August,8,August 2026,Chhattisgarh,X (Twitter),@adgpi,106,3,498,71,79,1012,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,70.9,12.8,16.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05306,2026-08-19,19,Wednesday,34,August,8,August 2026,Chhattisgarh,Instagram,@indianarmy.adgpi,154,5,1619,82,21,9410,Training and Military Readiness,Routine modelled public conversation around Indian Army content,79.9,12.1,8.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05307,2026-08-19,19,Wednesday,34,August,8,August 2026,Chhattisgarh,Facebook,Indian Army,115,2,659,43,49,3875,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,71.5,20.5,8.0,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05308,2026-08-19,19,Wednesday,34,August,8,August 2026,Goa,X (Twitter),@adgpi,89,3,167,70,31,2438,Training and Military Readiness,Routine modelled public conversation around Indian Army content,66.8,24.5,8.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05309,2026-08-19,19,Wednesday,34,August,8,August 2026,Goa,Instagram,@indianarmy.adgpi,125,4,1091,91,32,7607,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,74.1,20.3,5.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05310,2026-08-19,19,Wednesday,34,August,8,August 2026,Goa,Facebook,Indian Army,79,2,373,50,33,1775,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,74.1,21.2,4.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05311,2026-08-19,19,Wednesday,34,August,8,August 2026,Gujarat,X (Twitter),@adgpi,85,3,352,34,66,988,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,60.2,33.6,6.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05312,2026-08-19,19,Wednesday,34,August,8,August 2026,Gujarat,Instagram,@indianarmy.adgpi,111,2,957,93,27,8050,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,70.4,20.3,9.3,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05313,2026-08-19,19,Wednesday,34,August,8,August 2026,Gujarat,Facebook,Indian Army,61,5,387,15,35,1231,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,66.9,26.6,6.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05314,2026-08-19,19,Wednesday,34,August,8,August 2026,Haryana,X (Twitter),@adgpi,210,2,991,56,186,3858,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,65.8,27.4,6.8,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05315,2026-08-19,19,Wednesday,34,August,8,August 2026,Haryana,Instagram,@indianarmy.adgpi,229,2,2692,132,60,10676,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,59.9,24.0,16.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05316,2026-08-19,19,Wednesday,34,August,8,August 2026,Haryana,Facebook,Indian Army,135,3,500,88,61,3458,Technology and Modernisation,Routine modelled public conversation around Indian Army content,77.8,11.5,10.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05317,2026-08-19,19,Wednesday,34,August,8,August 2026,Himachal Pradesh,X (Twitter),@adgpi,104,1,394,25,40,1970,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,75.1,16.8,8.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05318,2026-08-19,19,Wednesday,34,August,8,August 2026,Himachal Pradesh,Instagram,@indianarmy.adgpi,107,4,1261,84,27,5483,Technology and Modernisation,Routine modelled public conversation around Indian Army content,58.3,36.2,5.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05319,2026-08-19,19,Wednesday,34,August,8,August 2026,Himachal Pradesh,Facebook,Indian Army,119,3,438,35,74,2854,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,67.5,15.8,16.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05320,2026-08-19,19,Wednesday,34,August,8,August 2026,Jharkhand,X (Twitter),@adgpi,168,4,606,99,133,2799,Technology and Modernisation,Routine modelled public conversation around Indian Army content,58.6,27.7,13.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05321,2026-08-19,19,Wednesday,34,August,8,August 2026,Jharkhand,Instagram,@indianarmy.adgpi,212,2,1934,77,38,9612,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,67.7,24.2,8.1,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05322,2026-08-19,19,Wednesday,34,August,8,August 2026,Jharkhand,Facebook,Indian Army,136,4,476,65,65,3453,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,74.2,20.2,5.6,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05323,2026-08-19,19,Wednesday,34,August,8,August 2026,Karnataka,X (Twitter),@adgpi,172,4,331,61,149,2521,"Gallantry, Heritage and National Pride",Routine modelled public conversation around Indian Army content,65.0,25.8,9.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05324,2026-08-19,19,Wednesday,34,August,8,August 2026,Karnataka,Instagram,@indianarmy.adgpi,161,3,2124,120,20,10002,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,60.4,32.5,7.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05325,2026-08-19,19,Wednesday,34,August,8,August 2026,Karnataka,Facebook,Indian Army,101,4,391,35,24,3497,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,70.1,24.5,5.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05326,2026-08-19,19,Wednesday,34,August,8,August 2026,Kerala,X (Twitter),@adgpi,152,2,521,60,59,2541,Community Outreach and Civil Support,Routine modelled public conversation around Indian Army content,79.5,9.8,10.7,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05327,2026-08-19,19,Wednesday,34,August,8,August 2026,Kerala,Instagram,@indianarmy.adgpi,200,5,2647,113,25,13228,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,58.3,31.0,10.7,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05328,2026-08-19,19,Wednesday,34,August,8,August 2026,Kerala,Facebook,Indian Army,89,4,467,37,21,1595,Training and Military Readiness,Routine modelled public conversation around Indian Army content,81.6,12.9,5.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05329,2026-08-19,19,Wednesday,34,August,8,August 2026,Madhya Pradesh,X (Twitter),@adgpi,78,1,290,37,46,840,"Adventure, Sports and Youth Engagement",Routine modelled public conversation around Indian Army content,69.8,13.8,16.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05330,2026-08-19,19,Wednesday,34,August,8,August 2026,Madhya Pradesh,Instagram,@indianarmy.adgpi,105,4,1160,51,12,7076,Training and Military Readiness,Routine modelled public conversation around Indian Army content,63.8,25.0,11.2,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05331,2026-08-19,19,Wednesday,34,August,8,August 2026,Madhya Pradesh,Facebook,Indian Army,75,5,365,33,40,2691,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,74.0,13.5,12.5,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05332,2026-08-19,19,Wednesday,34,August,8,August 2026,Maharashtra,X (Twitter),@adgpi,474,3,1961,289,311,7052,Technology and Modernisation,Modelled surge: technology and modernisation engagement,81.3,8.5,10.2,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05333,2026-08-19,19,Wednesday,34,August,8,August 2026,Maharashtra,Instagram,@indianarmy.adgpi,492,3,4892,394,61,27800,Technology and Modernisation,Modelled surge: technology and modernisation engagement,79.4,7.2,13.4,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05334,2026-08-19,19,Wednesday,34,August,8,August 2026,Maharashtra,Facebook,Indian Army,316,4,2056,112,159,8516,Technology and Modernisation,Modelled surge: technology and modernisation engagement,62.4,23.1,14.5,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05335,2026-08-19,19,Wednesday,34,August,8,August 2026,Manipur,X (Twitter),@adgpi,122,4,629,91,106,1487,Recruitment and Agniveer Outreach,Routine modelled public conversation around Indian Army content,60.8,32.6,6.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05336,2026-08-19,19,Wednesday,34,August,8,August 2026,Manipur,Instagram,@indianarmy.adgpi,137,2,1544,111,32,6010,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,70.6,24.5,4.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05337,2026-08-19,19,Wednesday,34,August,8,August 2026,Manipur,Facebook,Indian Army,99,2,591,64,36,1761,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,60.0,25.9,14.1,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05338,2026-08-19,19,Wednesday,34,August,8,August 2026,Meghalaya,X (Twitter),@adgpi,173,1,794,37,64,2215,Humanitarian Assistance and Disaster Relief,Routine modelled public conversation around Indian Army content,68.1,25.0,6.9,Positive,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05339,2026-08-19,19,Wednesday,34,August,8,August 2026,Meghalaya,Instagram,@indianarmy.adgpi,218,2,2441,130,49,9719,Border Security and Strategic Deployment,Routine modelled public conversation around Indian Army content,62.0,22.7,15.3,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
DC2026-05340,2026-08-19,19,Wednesday,34,August,8,August 2026,Meghalaya,Facebook,Indian Army,144,2,814,51,38,3326,Technology and Modernisation,Routine modelled public conversation around Indian Army content,61.0,30.4,8.6,Neutral,Project model: state-level conversation attribution,Modelled,"ACADEMIC PROJECT DATASET — SYNTHETIC / MODELLED, NOT OFFICIAL PLATFORM ANALYTICS"
